company_name,company_phone,phone_length
得利工程行,913263578,9
得勝活泉企業有限公司,62680213,8
得士派科技股份有限公司,227936110,9
得如豐實業有限公司,226022877,9
得安實業社,52332999,8
得安診所,76258387,8
得富工業有限公司,34984841,8
得意人力國際開發有限公司,73151388,8
得意志貿易有限公司,227330701,9
得意牙醫診所,226729979,9
得揚會計師事務所,286862986,9
得易國際貿易股份有限公司,32711601,8
得琦電子股份有限公司,424938803,9
得瑞庚股份有限公司,229409768,9
得生事業有限公司,229360061,9
得盛實業股份有限公司,229886272,9
得祥堂企業社,62901087,8
得記聯合有限公司,35231424,8
得邑貿易有限公司,225951998,9
得鉅開發建設有限公司,424936098,9
得魚國際有限公司,237622577,9
徠楹有限公司,228127800,9
徠裕金屬有限公司,424515938,9
徠雅有限公司,286742988,9
御佳建設有限公司,62982066,8
御創間堂有限公司,423269918,9
御城不銹鋼工業有限公司,77336700,8
御安淨水企業有限公司,34031259,8
御寶科技股份有限公司,36682582,8
御星科技有限公司,22321456,8
御林保全股份有限公司,33460778,8
御田寵物生活館,289645781,9
御盛電機有限公司,222255055,9
御茶茶業國際股份有限公司,87342555,8
御華昇企業有限公司,225575200,9
御詮特殊印刷股份有限公司,222053170,9
御軒工程顧問有限公司,225626576,9
徨旗貿易股份有限公司,34859167,8
復揚科技股份有限公司,36212268,8
復昌氣體有限公司,224224605,9
復輪達輪業有限公司,423377117,9
復電水電工程有限公司,34928756,8
復龍工業股份有限公司,33221533,8
循玉實業有限公司,73108601,8
微亮電腦股份有限公司,289526515,9
微傑科技股份有限公司,226980366,9
微功貳號有限公司,222300726,9
微媞生技股份有限公司,227788830,9
微栩股份有限公司,32716158,8
微米企業社,423153998,9
微紡科技股份有限公司,226736452,9
微美商行,222122302,9
微購商行,966090062,9
微邦科技股份有限公司,33767555,8
微醺時光有限公司,422376232,9
德仕國際有限公司,229101666,9
德來企業有限公司,425206478,9
德偉木業有限公司,226804730,9
德傑實業有限公司,229991886,9
德億貿易有限公司,65935795,8
德光企業社,222420410,9
德冠企業股份有限公司,77889569,8
德南冷飲店,62495036,8
德和國際企業股份有限公司,225460957,9
德嘉技術工程股份有限公司,423345517,9
德基環保有限公司,224301399,9
德堅拉鍊股份有限公司,65995778,8
德士通事業有限公司,422120816,9
德宇車業,900184387,9
德安不動產經紀有限公司,227989088,9
德宏工業股份有限公司,34726448,8
德宏恩企業股份有限公司,76281560,8
德富企業有限公司,223213829,9
德崴雅有限公司,937552302,9
德川營造股份有限公司,227125989,9
德怡商行,34923998,8
德惠藥局,225971131,9
德意國際有限公司,227829266,9
德意綠色科技有限公司,36681759,8
德成系統科技有限公司,35399880,8
德承國際股份有限公司,425224485,9
德揚工程行,34727388,8
德新車行,224270196,9
德旭食品有限公司,226497388,9
德旺機車行,426395039,9
德昌事務用品有限公司,229952567,9
德昌汽車修配廠,33118034,8
德易名廚有限公司,62935323,8
德春企業有限公司,981276317,9
德朗飲食企業股份有限公司,227920512,9
德機印刷有限公司,63661981,8
德沃企業有限公司,227998982,9
德源建設股份有限公司,227919939,9
德玖建材有限公司,33213522,8
德瑋股份有限公司,900234816,9
德申實業有限公司,39308606,8
德發消防安全設備有限公司,33136331,8
德碩汽車國際有限公司,422155959,9
德碩生技實業有限公司,75582187,8
德禾精工有限公司,77682769,8
德立富工程有限公司,425604160,9
德立管理事業股份有限公司,227946856,9
德美士貿易有限公司,34528314,8
德群營造股份有限公司,233221200,9
德致電子股份有限公司,227290229,9
德興振機車行,35422063,8
德芝寶實業有限公司,33619399,8
德莘藥局,286655462,9
德華國際有限公司,79769205,8
德菱金屬有限公司,229851141,9
德藝音樂國際有限公司,424722285,9
德虹國際股份有限公司,225460090,9
德誠企業社,225218173,9
德誠實業社,62310011,8
德誠股份有限公司,227828828,9
德豐管理顧問有限公司,287513880,9
德軒人力資源管理顧問股份有限公司,77162391,8
德軒津牙醫診所,287515050,9
德邦國際企業有限公司,78011520,8
德鎮車業有限公司,282006485,9
德鑫科技有限公司,35352568,8
德閤實業有限公司,287879832,9
德駿眼鏡行,73980608,8
德騏工程股份有限公司,62050485,8
德高實業股份有限公司,227098147,9
德鴻機械板金有限公司,423355257,9
德鴻紙器有限公司,76110308,8
德龍科技有限公司,62312800,8
心任國際有限公司,424736058,9
心動旅行社有限公司,285221089,9
心勝實業股份有限公司,62708382,8
心友企業有限公司,223450823,9
心富開發有限公司,33595736,8
心寬印刷事業有限公司,289681916,9
心悅國際企業有限公司,227763916,9
心植妍生技有限公司,955093329,9
心藝聯合股份有限公司,287866727,9
必亮起有限公司,225361362,9
必和股份有限公司,227813498,9
必奇股份有限公司,34500234,8
必寶有限公司,225218833,9
必德實業有限公司,226707032,9
必成車業有限公司,72010824,8
必爾德實業有限公司,223695290,9
必購網電子商務有限公司,225555390,9
必馥有限公司,227790886,9
志?工業有限公司,229565406,9
志侶興業有限公司,426222602,9
志冠金屬材料有限公司,73534037,8
志和商業有限公司,73744200,8
志和興企業有限公司,73744200,8
志婕有限公司,33655635,8
志宬企業有限公司,224977537,9
志峻企業股份有限公司,223118509,9
志川冶金有限公司,32207722,8
志康企業社,52323815,8
志康理貨行,425687775,9
志康聯合超市股份有限公司,38705188,8
志建實業有限公司,33616859,8
志德國際有限公司,229370088,9
志德精密工業有限公司,77352767,8
志明冷氣行,52651347,8
志明實業有限公司,52651347,8
志曜不動產仲介經紀有限公司,222114761,9
志盛汽車貨運有限公司,913390609,9
志祥機車行,426980057,9
志茂科技工程企業有限公司,422788500,9
志誠水電工程行,223915856,9
志豪國際有限公司,900171278,9
志銘煤氣有限公司,222756868,9
志鋒企業有限公司,35259942,8
志錡有限公司,33731480,8
志飛企業有限公司,228855800,9
忠信國際事業有限公司,33163697,8
忠勇冷飲店,423801885,9
忠原交通企業股份有限公司,34927171,8
忠弘機車行,62030637,8
忠欽實業股份有限公司,229601434,9
忠泰汽車商行,33559933,8
忠港精密有限公司,33138823,8
忠瀚建設股份有限公司,426627307,9
忠王有限公司,426315302,9
忠益車業有限公司,62711111,8
忠立汽車貨運有限公司,987651726,9
忠紘有限公司,222633700,9
忠耘車業有限公司,422347173,9
忠興機車行,226230792,9
忠良有限公司,78127034,8
忠誠不動產投資顧問有限公司,33750588,8
忠誠公寓大廈管理維護有限公司,422432618,9
忠進實業有限公司,222926661,9
快信塑膠實業股份有限公司,222990952,9
快易通通信有限公司,422069299,9
快樂吉米短期語文補習班,222808132,9
快樂島股份有限公司,225671018,9
快樂文興造型沙龍,422417996,9
快樂模式有限公司,907225324,9
快樂維生國際貿易有限公司,223612221,9
快樂購物國際有限公司,277462488,9
快迅通信器材行,925019389,9
念川有限公司,424351072,9
思傑夢想有限公司,34555988,8
思可數位科技有限公司,277163989,9
思學文教有限公司,424229559,9
思必可有限公司,229307110,9
思愛普軟體系統股份有限公司,287800188,9
思普樂有限公司,287851056,9
思瑜企業有限公司,73986958,8
思維國際有限公司,227043263,9
思維形象顧問有限公司,225471220,9
思衛科技股份有限公司,35526638,8
思誠有限公司,229416425,9
思銳科技股份有限公司,35799801,8
怡?工程股份有限公司,73163303,8
怡人傳播有限公司,422350210,9
怡元科技有限公司,33357593,8
怡多廣企業有限公司,52843529,8
怡富電子有限公司,33243179,8
怡康企業社,62378063,8
怡康國際有限公司,285217235,9
怡康電子股份有限公司,282267056,9
怡憲有限公司,227569686,9
怡晉國際股份有限公司,66935592,8
怡樂生活國際有限公司,226415150,9
怡欣玩具工業股份有限公司,62665499,8
怡科電子企業股份有限公司,266206668,9
怡馨酒業有限公司,226961181,9
怡馬有限公司,225974535,9
恆億電機有限公司,35598881,8
恆安堂中醫診所,425321683,9
恆崇企業股份有限公司,76263808,8
恆彰企業股份有限公司,422790565,9
恆忻企業股份有限公司,226989699,9
恆恩企業有限公司,33778558,8
恆旺國際實業有限公司,287808010,9
恆河能源環控服務有限公司,34399878,8
恆綱國際有限公司,227172667,9
恆耀節能設計有限公司,75505073,8
恆聚科技有限公司,953387288,9
恆運國際有限公司,78151158,8
恆酉有限公司,930918236,9
恆鑫旺有限公司,52851841,8
恆長股份有限公司,225099305,9
恒京工業有限公司,77879386,8
恒嘉國際有限公司,286671809,9
恒奇股份有限公司,223029889,9
恒奕企業社,33656510,8
恒峰工業股份有限公司,87553545,8
恒旗有限公司,286726261,9
恒昌興工程有限公司,65856907,8
恒業建設開發股份有限公司,229957707,9
恒燁國際股份有限公司,75575603,8
恒玖股份有限公司,423509666,9
恒生企業社,35359128,8
恒通電材有限公司,77262912,8
恩一國際有限公司,277012700,9
恩光電子有限公司,35103920,8
恩典水電材料有限公司,422312133,9
恩典生物科技有限公司,422802806,9
恩可科技有限公司,423899277,9
恩喜國際有限公司,226895653,9
恩樺醫院,222639955,9
恩次方創意整合有限公司,227889178,9
恩源有限公司,426863891,9
恩瑩企業社,956853802,9
恩盛企業有限公司,73736993,8
恩睿工程有限公司,48920162,8
恩睿思科技有限公司,229703208,9
恩錸富國際有限公司,227853363,9
恩霖科技股份有限公司,926320158,9
恭宇貿易有限公司,225000040,9
恭盟有限公司,227055788,9
悅勁傳動機械有限公司,62709567,8
悅匠家具行,227082755,9
悅名企業有限公司,227018513,9
悅徠股份有限公司,33280088,8
悅是康藥局,78010012,8
悅晨有限公司,925079268,9
悅清股份有限公司,285123169,9
悅銘技術有限公司,226941163,9
悍可有限公司,222970092,9
悍將機車行,234011939,9
悍馬互動媒體有限公司,27716398,8
悠徑國際股份有限公司,62938778,8
悠得科技實業股份有限公司,229406836,9
悠沛克股份有限公司,229130335,9
情意金股份有限公司,287913365,9
惠仁實業股份有限公司,225070756,9
惠俊有限公司,222867273,9
惠台鋼鐵有限公司,222823892,9
惠合再生醫學生技股份有限公司,65050356,8
惠寶線材有限公司,222789095,9
惠崗工程有限公司,73105079,8
惠強室內裝修股份有限公司,225573003,9
惠德國際茶業有限公司,229435093,9
惠心素食館,52160222,8
惠本企業有限公司,930050156,9
惠業會計事務所,229858969,9
惠民實業股份有限公司,227656655,9
惠盛水電工程股份有限公司,223115415,9
惠盛醫院,425229100,9
惠碁生物科技股份有限公司,229782588,9
惠程興業有限公司,73715171,8
惠群保全股份有限公司,229282658,9
惠群藝興企業有限公司,226594048,9
惠而適藥業股份有限公司,227859655,9
惠興鋼鐵有限公司,33791966,8
惠藝企業有限公司,226594048,9
惠量企業有限公司,62682457,8
惠陽電腦有限公司,227466856,9
惠饌國際企業有限公司,424963181,9
惠齊企業有限公司,33208006,8
想想國際有限公司,909614294,9
意創趨術有限公司,230400000,9
意威有限公司,229994707,9
意山設計有限公司,227081877,9
意思創意有限公司,39515148,8
意捷股份有限公司,282281793,9
意新實業有限公司,225565580,9
意新生技股份有限公司,227699710,9
意石設計有限公司,223688100,9
意起設計有限公司,223921600,9
意達資訊有限公司,225537363,9
愚人夢想開發有限公司,422600198,9
愛之味股份有限公司職工福利委員會,52211521,8
愛亂跑有限公司,225176030,9
愛仕得國際有限公司,227131123,9
愛伯達股份有限公司,223518559,9
愛倪爾企業有限公司,425392270,9
愛備企業有限公司,228121677,9
愛加健康管理顧問有限公司,225500525,9
愛可信股份有限公司,227081969,9
愛台南有限公司,921567662,9
愛品工業有限公司,953885866,9
愛唯秀股份有限公司,285022798,9
愛因斯坦科技中心管理委員會,223659959,9
愛國百貨股份有限公司仁忠分公司,72242150,8
愛國百貨股份有限公司和平分公司,72242150,8
愛國百貨股份有限公司建工分公司,72242150,8
愛國百貨股份有限公司德賢分公司,72242150,8
愛國百貨股份有限公司華榮分公司,72242150,8
愛園企業有限公司,287321786,9
愛園食品有限公司,423289378,9
愛多頂級會館股份有限公司,33151666,8
愛妻早餐店,34931612,8
愛客樂華股份有限公司,34820634,8
愛尼曼數位科技股份有限公司,227853033,9
愛康實業有限公司,280763650,9
愛康生物科技有限公司,36576399,8
愛得拉企業股份有限公司,47873312,8
愛德康有限公司,424634578,9
愛德旺科技有限公司,76450788,8
愛心古董文物有限公司,223111600,9
愛思嘉國際顧問有限公司,287715757,9
愛揚科技有限公司,33280284,8
愛新科技有限公司,73980281,8
愛林景觀設計工作室,63303966,8
愛爾恩金屬設計股份有限公司,977151225,9
愛爾蘭商意利股份有限公司,425580698,9
愛瑞亞國際有限公司,47287993,8
愛睿搏特餐飲股份有限公司,277398839,9
愛科訊實業有限公司,222186887,9
愛笛科技有限公司,36681852,8
愛維思股份有限公司,227919679,9
愛維恩國際股份有限公司,33564599,8
愛美時尚美睫有限公司,227219777,9
愛美芙實業股份有限公司,33366229,8
愛而比有限公司,225587833,9
愛肝生物科技股份有限公司,62533856,8
愛華美國際貿易有限公司,77253069,8
愛買食品機械有限公司,423600612,9
愛購資訊科技有限公司,33681091,8
愛車機車行,425601988,9
愛迪爾喜慶設計有限公司,963331844,9
愛迪生開發事業有限公司,222399618,9
愛逗國際科技股份有限公司,72410787,8
愛邏科技股份有限公司,225231108,9
愛食客股份有限公司,422541100,9
愛馬屋停車股份有限公司,223457755,9
愛鵬馳股份有限公司,226629999,9
愛麗客股份有限公司,266355599,9
愛麗康國際美容事業有限公司,32806298,8
愛麗絲童裝開發有限公司,222185580,9
感恩護理之家,425820736,9
愷優科技股份有限公司,62552606,8
愷柏設計工程有限公司,225044265,9
愷華維有限公司,286773001,9
愷銘有限公司,925968999,9
慈惠診所,229556754,9
慈聖佛堂,226907545,9
態申股份有限公司,229022345,9
慕琳斯國際有限公司,227925129,9
慕陸國際企業有限公司,286921861,9
慧光展業有限公司,282218189,9
慧大有限公司,225811928,9
慧好有限公司,32120737,8
慧康藥局,32840064,8
慧律會計師事務所,289522229,9
慧承科技有限公司,36675363,8
慧昌陶瓷股份有限公司,226793012,9
慧盟資訊科技股份有限公司,35260609,8
慧眼文化事業股份有限公司,227738800,9
慧紅國際股份有限公司,225530861,9
慧華實業有限公司,225522345,9
慧隆科技股份有限公司,227825008,9
慶儀企業有限公司,222695388,9
慶固科技股份有限公司,222670777,9
慶太工程有限公司,287927669,9
慶宇行銷科技股份有限公司,422606641,9
慶宏貿易股份有限公司,225772828,9
慶宗企業行,87964270,8
慶展營造有限公司,423753088,9
慶懋實業有限公司,423280323,9
慶承工程行,34683556,8
慶昇物業管理顧問有限公司,985941209,9
慶昌機車行,492336579,9
慶昌資產管理股份有限公司,227062368,9
慶昌齒輪企業有限公司,425207348,9
慶明機車行,52223624,8
慶榮有限公司,958279489,9
慶正企業有限公司,56903930,8
慶泰車業有限公司,38535191,8
慶洪電機有限公司,425319989,9
慶煬企業有限公司,33843558,8
慶穗工業股份有限公司,426712573,9
慶緯有限公司,62021917,8
慶翰有限公司,73537519,8
慶良機車行,73429476,8
慶記企業行,77532771,8
慶誠食品企業有限公司,62434301,8
慶謀興業有限公司,227130096,9
慶豐牛排館,47222491,8
慶豐興業有限公司,87775511,8
慶達企業有限公司,228216517,9
慶達有限公司,47812359,8
慶達機車行,422654967,9
慶達汽車股份有限公司,33605133,8
慶達營造有限公司,423753088,9
慶醫企業有限公司,287122119,9
慶鑫企業社,425667601,9
慶陽建材股份有限公司,225972277,9
慶驊國際有限公司,222807791,9
慶高興業有限公司,226519900,9
慶鴻漁具行,69272804,8
憲政企業管理顧問有限公司,225311368,9
憲旺機械工業有限公司,66530096,8
憲星電機股份有限公司,229925948,9
憲興企業股份有限公司,62537219,8
憶原實業股份有限公司,34588073,8
憶家香食品有限公司,222638256,9
憶旺智慧股份有限公司,900213907,9
憶昌精密企業股份有限公司,229886742,9
憶林有限公司,229735683,9
憶源實業有限公司,22652361,8
憶統股份有限公司,233222067,9
應安有限公司,227546661,9
應忠工業社,33801567,8
應有盡有商行有限公司,34225693,8
應美盛國際科技股份有限公司,36686999,8
應諾科技股份有限公司,911222454,9
應達重機工程行,62310660,8
懋勝工業社,37741180,8
懋得貿易有限公司,223952998,9
懋旭實業有限公司,221002395,9
懋盛科技有限公司,227387149,9
懋鎮科技有限公司,73451882,8
懋霖國際法律事務所,223578886,9
懷佑建設有限公司,33812770,8
懷得國際有限公司,227945003,9
懷德文教有限公司,423382060,9
懷恩慈愛有限公司,62150507,8
懷湘工程行,915507907,9
懷藝精密科技股份有限公司,63840022,8
懿?國際包裝有限公司,73531693,8
懿品股份有限公司,77402232,8
懿德國際有限公司,226000380,9
懿恩實業有限公司,226705877,9
懿泰企業有限公司,34533266,8
戈采企業股份有限公司,35935866,8
戌富股份有限公司,227972272,9
成?企業有限公司,73127656,8
成功鈑金科技股份有限公司,62450919,8
成吉思汗國際貿易有限公司,73947268,8
成名電機股份有限公司,226860432,9
成威股份有限公司,222990007,9
成宇建設股份有限公司,73393399,8
成幸企業有限公司,228811519,9
成彬科技企業有限公司,62820861,8
成昌實業社,65936051,8
成杏生物科技股份有限公司,65721102,8
成枷營造有限公司,422383029,9
成榕顏料科技股份有限公司,65984766,8
成樺塑膠實業社,62690807,8
成欣國際有限公司,229819673,9
成毅不動產開發有限公司,33559655,8
成毅實業社,229892828,9
成泰企業社,285216361,9
成泰紙箱工業有限公司,226882672,9
成特實業有限公司,229660499,9
成珍寵物,35310825,8
成發機車行,425660775,9
成綸企業股份有限公司,62012323,8
成翊行銷有限公司,423834948,9
成聯通運股份有限公司,227466606,9
成興汽車電機行,66900053,8
成興鑄造股份有限公司,63553366,8
成舍企業股份有限公司,225013278,9
成舍企業股份有限公司中山分公司,225013278,9
成茂興實業有限公司,229957965,9
成華建設股份有限公司,226226181,9
成豫實業股份有限公司,422655306,9
成貫企業股份有限公司,47697216,8
成資國際股份有限公司,906642999,9
成銧有限公司,228814229,9
成鍊塑膠股份有限公司,426308331,9
成長記帳士事務所,277072758,9
成鳴空調有限公司,227965051,9
我們工作室有限公司,227003712,9
我做了有限公司,223517565,9
我寧時尚國際有限公司,227934889,9
我是大衛廣告股份有限公司,277196658,9
戴揚國際企業有限公司,982912885,9
戴昌興鎮所,423276888,9
戴華國際有限公司,229205555,9
戴雄賜建築師事務所,224331791,9
房創建設開發有限公司,32751277,8
扎亞國際有限公司,226488266,9
托斯卡實業股份有限公司,225099315,9
找好設計室內裝修有限公司,289928993,9
承信工業社,422526972,9
承信水電材料行,75379181,8
承信記帳士事務所,233225295,9
承億文旅股份有限公司,52741515,8
承南國際股份有限公司,33559921,8
承品文具批發有限公司,226689365,9
承啟塑化科技有限公司,87535963,8
承嘉科技有限公司,228983739,9
承尚科技企業有限公司,65812317,8
承展五金有限公司,73539098,8
承峰美術印刷股份有限公司,222257055,9
承心科技室內裝修工程有限公司,229040798,9
承旺不動產仲介有限公司,425265050,9
承旺機車行,426319040,9
承昌企業社,226890618,9
承昌裝訂股份有限公司,229121938,9
承易室內設計有限公司,927671442,9
承易有限公司,77312598,8
承昕有限公司,35529743,8
承榮金屬有限公司,422788459,9
承泰昌環保工程有限公司,32811853,8
承泰自動化機械有限公司,34812517,8
承洧科技股份有限公司,232346589,9
承源應材股份有限公司,65012303,8
承漢印刷有限公司,227603427,9
承燁科技有限公司,77268588,8
承理建築師事務所,422152702,9
承瑩企業行,73225460,8
承盈企業有限公司,77718029,8
承益車行,48961376,8
承禹實業有限公司,33975787,8
承穎貿易有限公司,62810273,8
承翔國際有限公司,75502590,8
承致企業有限公司,982984775,9
承興國際展覽有限公司,228814888,9
承興機車行,492902191,9
承興永業有限公司,33842188,8
承芯微電子股份有限公司,35163469,8
承薪企業有限公司,222222300,9
承賱國際股份有限公司,287870242,9
承軒視覺設計有限公司,289232768,9
承陽鋼鐵有限公司,33233366,8
承霖建設事業股份有限公司,228915222,9
承鼎建設股份有限公司,222303970,9
承鼎源砂石業股份有限公司,422770361,9
技仁工程有限公司,34983700,8
技佳事業股份有限公司,222226447,9
技勤科技股份有限公司,422734768,9
技恩有限公司,62537168,8
技旺股份有限公司,222787172,9
技昌股份有限公司,35390191,8
技詮科技有限公司,227535522,9
抉特彈簧工業股份有限公司,286856555,9
折田將大有限公司,223143855,9
拉菲爾人本診所,223701959,9
拓利有限公司,227216564,9
拓勤企業股份有限公司,287518999,9
拓東科技企業有限公司,873654911,9
拓璞有限公司,226955557,9
拓群機械工程有限公司,289769661,9
拓臣環境清潔有限公司,222797077,9
拓芽興業有限公司,47510086,8
拓裕實業股份有限公司,280763616,9
招群輪胎股份有限公司,76963018,8
拜爾汀生技營養有限公司,63306112,8
振佳有限公司,34665077,8
振助餐飲文化事業有限公司,77808333,8
振勝消防安全設備器材有限公司,33778168,8
振升發國際有限公司,285121289,9
振太機械企業股份有限公司,76210108,8
振宇機車行,56981128,8
振安塑膠實業社,226875551,9
振安機車行,34358100,8
振富車業有限公司,76428085,8
振恆工程有限公司,423339638,9
振捷股份有限公司,492256002,9
振新興業有限公司,285114560,9
振昌企業社,426935183,9
振昌造漆工業有限公司,229958229,9
振暘國際有限公司,282092299,9
振東車業行,47981478,8
振森輪業有限公司,423394245,9
振櫻冷凍設備有限公司,424960405,9
振武機車行,423952358,9
振泰隆實業有限公司,65953255,8
振煒實業有限公司,905188587,9
振瑋實業股份有限公司,32288608,8
振登工程有限公司,37475323,8
振皓工程顧問股份有限公司,287713456,9
振盛機車行,47229433,8
振舜創意公仔有限公司,282286013,9
振豐電子企業股份有限公司,33691899,8
振豪材料科技股份有限公司,62814225,8
振輝行,938316511,9
振通營造有限公司,62398527,8
振達電器禮品行,33852563,8
振鈁有限公司,35557870,8
振鎬工程有限公司,226645896,9
振頤軒食品企業有限公司,226765288,9
挺?國際股份有限公司,227727590,9
挺勝五金有限公司,226007820,9
捌伍添第股份有限公司,281010085,9
捍族機車商行,422762611,9
捷丞科技有限公司,424918005,9
捷信營造有限公司,289811075,9
捷傲有限公司,224960888,9
捷冠國際股份有限公司,422669023,9
捷凱貿易有限公司,229864667,9
捷利行,57730558,8
捷利資源回收有限公司,57730299,8
捷勁電子有限公司,33810123,8
捷勤電子股份有限公司,222453259,9
捷和風有限公司,930152215,9
捷威聯運國際有限公司,227730838,9
捷安人力資源有限公司,222917080,9
捷安特國際科創股份有限公司,229333130,9
捷安網路科技股份有限公司,287929897,9
捷安鋼鐵有限公司,422710766,9
捷家企業有限公司,222754822,9
捷尼斯企業社,222802156,9
捷希恩資訊科技有限公司,34270400,8
捷帝建設股份有限公司,36567168,8
捷康食品股份有限公司,32223888,8
捷德科股份有限公司,33011789,8
捷成機車行,422120293,9
捷擎佳國際有限公司,222162668,9
捷新起重工程行,955104159,9
捷旺宅不動產經紀有限公司,229778358,9
捷易陞企業有限公司,62153517,8
捷星企業有限公司,423198181,9
捷暢國際股份有限公司,422153977,9
捷柏資訊股份有限公司,225079808,9
捷楊企業有限公司,229490851,9
捷樂米有限公司,277285968,9
捷永科技有限公司,34636459,8
捷泰國際貿易有限公司,227360591,9
捷特利國際開發股份有限公司,33606555,8
捷特貿易有限公司,227595094,9
捷瑞國際開發有限公司,33561958,8
捷瑞駿貨運股份有限公司,37482227,8
捷登冠國際有限公司,63315858,8
捷登樂器社,62378822,8
捷登產經顧問股份有限公司,225375100,9
捷盛工程有限公司,227951880,9
捷盛電子科技股份有限公司,222480389,9
捷碼數位科技股份有限公司,287896482,9
捷美佳股份有限公司,222901328,9
捷航科技股份有限公司,226968268,9
捷行國際有限公司,427077795,9
捷訊科技股份有限公司,227928811,9
捷貿企業有限公司,223223348,9
捷輝機車行,422062829,9
捷通軟體股份有限公司,225450905,9
捷進企業社,69278627,8
捷運躍境社區管理委員會,955156301,9
捷達電實業股份有限公司,422603468,9
捷邦管理顧問股份有限公司,225231089,9
捷都企業社,222696332,9
捷鑫貿易有限公司,424616663,9
捷陽不動產有限公司,422075336,9
捷電實業有限公司,222821818,9
捷電開發科技股份有限公司,222806939,9
捷韻輪胎行,47526855,8
捷順交通股份有限公司,424524898,9
捷順科技股份有限公司,227262238,9
捷鵬國際股份有限公司,65993988,8
掏饕有限公司,229742261,9
探索南港館股份有限公司,226537727,9
控創科技股份有限公司,227992789,9
推設計影像有限公司,277337031,9
提碁股份有限公司台中分公司,75563113,8
揚冠科技有限公司,32820765,8
揚奇科技有限公司,229688338,9
揚子國際旅行社有限公司,225601833,9
揚展企業社,255592588,9
揚帆興業股份有限公司,34967111,8
揚悅企業有限公司,226953848,9
揚文事務機器行,48726607,8
揚曜皮件股份有限公司,225638111,9
揚東企業股份有限公司,34376600,8
揚格有限公司,225076645,9
揚炎金屬科技股份有限公司,423505379,9
揚碁科技股份有限公司,35304003,8
揚碩國際有限公司,226575104,9
揚祐機械有限公司,424818174,9
揚競健康事業股份有限公司,287733772,9
揚聖國際有限公司,222724596,9
揚誼室內裝修股份有限公司,225625899,9
揚邦文理語文音樂美術珠心算短期補習班,229855548,9
揚陞股份有限公司,73723631,8
揚隆塑膠有限公司,66981119,8
揚雅國際股份有限公司,425613559,9
揚雅行銷股份有限公司,227754399,9
揚鴻精密科技工業有限公司,425358074,9
揚麒國際股份有限公司,223225480,9
揚龍針織有限公司,226689000,9
揮龍企業工程行,62665825,8
搢昌模具有限公司,76285351,8
摘星數位廣告有限公司,72621285,8
摩力科娛樂股份有限公司,225597574,9
摩力科廣告有限公司,225118883,9
摩托羅拉系統股份有限公司,277031200,9
摩斯電訊科技有限公司,62239777,8
摩根國際購物股份有限公司,36676227,8
摩醍企業有限公司,229282425,9
撒芙洛企業社,222111177,9
擎億股份有限公司,78215888,8
擎天生技顧問股份有限公司,52285001,8
擎學股份有限公司,227915639,9
擎震科技有限公司,67021868,8
擘理科技有限公司,286682505,9
擴普科技股份有限公司,286951430,9
放映線廣告有限公司,422915525,9
政久興業股份有限公司,227995799,9
政信產業有限公司,225566186,9
政偉工程有限公司,226465556,9
政大盛有限公司,227409588,9
政宏起重有限公司,913318699,9
政愷室內裝修有限公司,33137485,8
政文記帳士事務所,227652325,9
政旺有限公司,238701222,9
政昕輪業有限公司,222062361,9
政暉有限公司,232334534,9
政榮資源再生股份有限公司,33810872,8
政樂冷飲店,33641987,8
政誼興業股份有限公司,35399968,8
政達有限公司,226012025,9
政銓系統工程有限公司,76255118,8
政鋼非破壞檢驗有限公司,66565258,8
政鑫機械股份有限公司,34603399,8
政雲科技有限公司,226686533,9
政霖工業有限公司,229840795,9
政龍塑膠工業股份有限公司,47702726,8
敏勤實業有限公司,33173012,8
敏孚機器工業股份有限公司,33298671,8
敏成健康科技股份有限公司,34631317,8
敏技安全管理顧問有限公司,426260246,9
敏捷塑膠股份有限公司,422628901,9
敏達企業有限公司,47567750,8
敘珅科技有限公司,955766622,9
教教我國際教育顧問有限公司,228729000,9
敦勝國際股份有限公司,227218669,9
敦品顧問有限公司,35316564,8
敦成營造有限公司,33788763,8
敦生實業股份有限公司,228936002,9
敦謙國際智能科技股份有限公司敦謙國際商務中心分公司,424529446,9
敦阜形象策略有限公司,87228650,8
敦陽國際有限公司,227362168,9
敦頤資訊有限公司,223830083,9
敬祐有限公司,422556159,9
敬群旅行社股份有限公司,72223889,8
敬茂電子股份有限公司,33785628,8
敬隆工程有限公司,79650118,8
數位河流多媒體行銷有限公司,225671128,9
數位聯合電信股份有限公司,227983639,9
數來寶有限公司,989010922,9
數美股份有限公司,223258933,9
數英股份有限公司,227074776,9
文亮營造股份有限公司,422556099,9
文凱建設股份有限公司,227215321,9
文品工程有限公司,224623869,9
文山朝日汽車有限公司,933101129,9
文建語文短期補習班,910605319,9
文德房屋仲介有限公司,226583318,9
文昌不動產仲介經紀有限公司,422621166,9
文普有限公司,33280401,8
文欽機車行,53798269,8
文洲眼鏡行,222858867,9
文發雜糧行,222368526,9
文翔股份有限公司,33280401,8
文豪工程行,492560847,9
文豪照相製版社,235265561,9
文鎧資訊股份有限公司,228085101,9
斑尼菲國際股份有限公司,67831742,8
斯班尼斯餐飲科技有限公司,32606656,8
斯達特有限公司,424074289,9
新世界國際通行,73419955,8
新中興診所`,229599999,9
新偉國際有限公司,62937399,8
新偉國際管理顧問股份有限公司,62937399,8
新健興機車行,48235172,8
